observation_id,place_id,time_id,variable_id,value_numeric,value_text,unit,category,sub_category,evidence_type,source_id,confidence,status,missing_reason,caveat,notes
edu24_deu_teacher_pupil,DEU,2024,TEACHER_PUPIL_RATIO,16.2,,pupils_per_teacher,education,primary,compiled_estimate,OWID_WB_EDUCATION_2024,MEDIUM,PARTIALLY_KNOWN,,,"Teacher-pupil ratio in primary education"
edu24_ind_teacher_pupil,IND,2024,TEACHER_PUPIL_RATIO,24.3,,pupils_per_teacher,education,primary,compiled_estimate,OWID_WB_EDUCATION_2024,MEDIUM,PARTIALLY_KNOWN,,,"Teacher-pupil ratio in primary education; significantly higher than developed countries"
edu24_chn_teacher_pupil,CHN,2024,TEACHER_PUPIL_RATIO,16.5,,pupils_per_teacher,education,primary,compiled_estimate,OWID_WB_EDUCATION_2024,MEDIUM,PARTIALLY_KNOWN,,,"Teacher-pupil ratio in primary education; varies by region"
edu24_usa_literacy,USA,2024,LITERACY_RATE,99.0,,percent,education,primary,compiled_estimate,OWID_WB_EDUCATION_2024,HIGH,KNOWN,,,"Literacy rate for population aged 15+"
edu24_ind_literacy,IND,2024,LITERACY_RATE,74.4,,percent,education,primary,compiled_estimate,OWID_WB_EDUCATION_2024,HIGH,UNKNOWN,,,"Literacy rate for population aged 15+; significant gender gap in rural areas"
edu24_bra_literacy,BRA,2024,LITERACY_RATE,93.0,,percent,education,primary,compiled_estimate,OWID_WB_EDUCATION_2024,HIGH,UNKNOWN,,,"Literacy rate for population aged 15+"
edu24_chn_literacy,CHN,2024,LITERACY_RATE,96.8,,percent,education,primary,compiled_estimate,OWID_WB_EDUCATION_2024,HIGH,UNKNOWN,,,"Literacy rate for population aged 15+"
edu24_deu_literacy,DEU,2024,LITERACY_RATE,99.0,,percent,education,primary,compiled_estimate,OWID_WB_EDUCATION_2024,HIGH,UNKNOWN,,,"Literacy rate for population aged 15+"
edu24_usa_youth_unemp,USA,2024,UNEMPLOYMENT_YOUNG,8.5,,percent,education,secondary,modeled_estimate,OWID_ILO_WB_2025,HIGH,KNOWN,,,"Youth unemployment rate for ages 15-24"
edu24_deu_youth_unemp,DEU,2024,UNEMPLOYMENT_YOUNG,6.0,,percent,education,secondary,modeled_estimate,OWID_ILO_WB_2025,HIGH,UNKNOWN,,,"Youth unemployment rate for ages 15-24"
edu24_jpn_youth_unemp,JPN,2024,UNEMPLOYMENT_YOUNG,4.2,,percent,education,secondary,modeled_estimate,OWID_ILO_WB_2025,HIGH,UNKNOWN,,,"Youth unemployment rate for ages 15-24"
edu24_ind_youth_unemp,IND,2024,UNEMPLOYMENT_YOUNG,17.5,,percent,education,secondary,modeled_estimate,OWID_ILO_WB_2025,HIGH,UNKNOWN,,,"Youth unemployment rate for ages 15-24; significantly higher than adult rate"
edu24_bra_youth_unemp,BRA,2024,UNEMPLOYMENT_YOUNG,21.3,,percent,education,secondary,modeled_estimate,OWID_ILO_WB_2025,HIGH,UNKNOWN,,,"Youth unemployment rate for ages 15-24"
edu24_usa_avg_salary,USA,2024,AVERAGE_SALARY,74680,,local_currency,education,secondary,compiled_estimate,OWID_WB_EDUCATION_2024,MEDIUM,PARTIALLY_KNOWN,,,"Average salary; data in USD per year; significant variation by sector"
edu24_deu_avg_salary,DEU,2024,AVERAGE_SALARY,58400,,local_currency,education,secondary,compiled_estimate,OWID_WB_EDUCATION_2024,MEDIUM,PARTIALLY_KNOWN,,,"Average salary; data in USD per year"
edu24_jpn_avg_salary,JPN,2024,AVERAGE_SALARY,45200,,local_currency,education,secondary,compiled_estimate,OWID_WB_EDUCATION_2024,MEDIUM,PARTIALLY_KNOWN,,,"Average salary; data in USD per year"
edu24_ind_avg_salary,IND,2024,AVERAGE_SALARY,2800,,local_currency,education,secondary,compiled_estimate,OWID_WB_EDUCATION_2024,MEDIUM,PARTIALLY_KNOWN,,,"Average salary; data in USD per year; significant urban-rural variation"
edu24_bra_avg_salary,BRA,2024,AVERAGE_SALARY,12500,,local_currency,education,secondary,compiled_estimate,OWID_WB_EDUCATION_2024,MEDIUM,PARTIALLY_KNOWN,,,"Average salary; data in USD per year"
