observation_id,place_id,time_id,variable_id,value_numeric,value_text,unit,category,sub_category,evidence_type,source_id,confidence,status,missing_reason,caveat,notes
HCLIM-CET-1968,GBR,1968,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.33,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1969,GBR,1969,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.32,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1970,GBR,1970,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.60,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1971,GBR,1971,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.72,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1972,GBR,1972,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.22,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1973,GBR,1973,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.57,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1974,GBR,1974,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.55,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1975,GBR,1975,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.94,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1976,GBR,1976,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.00,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1977,GBR,1977,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.40,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1978,GBR,1978,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.35,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1979,GBR,1979,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,8.74,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1980,GBR,1980,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.35,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1981,GBR,1981,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.19,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1982,GBR,1982,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.78,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1983,GBR,1983,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.06,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1984,GBR,1984,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.72,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1985,GBR,1985,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,8.86,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1986,GBR,1986,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,8.75,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1987,GBR,1987,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.03,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1988,GBR,1988,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.74,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1989,GBR,1989,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.46,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1990,GBR,1990,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.59,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1991,GBR,1991,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.50,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1992,GBR,1992,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.81,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1993,GBR,1993,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.48,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1994,GBR,1994,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.23,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1995,GBR,1995,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.49,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1996,GBR,1996,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.20,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1997,GBR,1997,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.51,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1998,GBR,1998,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.30,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-1999,GBR,1999,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.61,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2000,GBR,2000,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.25,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2001,GBR,2001,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.96,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2002,GBR,2002,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.59,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2003,GBR,2003,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.52,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2004,GBR,2004,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.52,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2005,GBR,2005,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.52,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2006,GBR,2006,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.95,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2007,GBR,2007,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.59,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2008,GBR,2008,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.06,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2009,GBR,2009,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.23,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2010,GBR,2010,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,8.95,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2011,GBR,2011,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.80,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2012,GBR,2012,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.81,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2013,GBR,2013,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,9.69,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2014,GBR,2014,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,11.04,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2015,GBR,2015,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.40,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2016,GBR,2016,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.41,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2017,GBR,2017,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.67,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2018,GBR,2018,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.77,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2019,GBR,2019,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.42,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2020,GBR,2020,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.84,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2021,GBR,2021,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.35,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2022,GBR,2022,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,11.18,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2023,GBR,2023,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,11.13,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2024,GBR,2024,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,10.96,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
HCLIM-CET-2025,GBR,2025,CENTRAL_ENGLAND_ANNUAL_MEAN_TEMP,11.23,,degC,environment,weather,observed,HADCET_V2_1_1_0,high,observed,,,
