observation_id,place_id,time_id,variable_id,value_numeric,value_text,unit,category,sub_category,evidence_type,source_id,confidence,status,missing_reason,caveat,notes
emp24_gbr_avail_house,GBR,2024,AVAILABLE_HOUSING,1500000,,units,housing,availability,compiled_estimate,OWID_WB_HOUSING_2024,MEDIUM,PARTIALLY_KNOWN,,,"Available housing units; differs from occupied housing"
emp24_usa_crime_total,USA,2024,CRIME_TOTAL,1200000,,incidents,crime,policing,estimated,OWID_WB_CRIME_2024,MEDIUM,PARTIALLY_KNOWN,,,"Estimated from multiple sources; definition varies by jurisdiction"
emp24_usa_crime_reported,USA,2024,CRIME_REPORTED,950000,,incidents,crime,policing,estimated,OWID_WB_CRIME_2024,MEDIUM,PARTIALLY_KNOWN,,,"Reported to law enforcement agencies; differs from crime occurring"
emp24_usa_crime_recorded,USA,2024,CRIME_RECORDED,850000,,incidents,crime,policing,estimated,OWID_WB_CRIME_2024,MEDIUM,PARTIALLY_KNOWN,,,"Recorded by police; differs from reported crime"
emp24_deu_crime_total,DEU,2024,CRIME_TOTAL,6200000,,incidents,crime,policing,estimated,OWID_WB_CRIME_2024,MEDIUM,PARTIALLY_KNOWN,,,"Estimated from police crime statistics; definition varies by jurisdiction"
emp24_deu_crime_recorded,DEU,2024,CRIME_RECORDED,5800000,,incidents,crime,policing,estimated,OWID_WB_CRIME_2024,MEDIUM,PARTIALLY_KNOWN,,,"Recorded by police; differs from reported crime"
emp24_gbr_crime_total,GBR,2024,CRIME_TOTAL,650000,,incidents,crime,policing,estimated,OWID_WB_CRIME_2024,MEDIUM,PARTIALLY_KNOWN,,,"Estimated from police recorded crime statistics"
emp24_gbr_crime_recorded,GBR,2024,CRIME_RECORDED,610000,,incidents,crime,policing,estimated,OWID_WB_CRIME_2024,MEDIUM,PARTIALLY_KNOWN,,,"Recorded by police; differs from crime occurring"
emp24_jpn_crime_total,JPN,2024,CRIME_TOTAL,800000,,incidents,crime,policing,estimated,OWID_WB_CRIME_2024,MEDIUM,PARTIALLY_KNOWN,,,"Estimated from police crime statistics"
emp24_jpn_crime_recorded,JPN,2024,CRIME_RECORDED,750000,,incidents,crime,policing,estimated,OWID_WB_CRIME_2024,MEDIUM,PARTIALLY_KNOWN,,,"Recorded by police; differs from crime occurring"
emp25_usa_fertility,USA,2024,FERTILITY_RATE,1.66,,per_1000,population,primary,compiled_estimate,OWID_WB_AGRICULTURE_2024,HIGH,UNKNOWN,,,"Total fertility rate; below replacement level of 2.1"
emp25_deu_fertility,DEU,2024,FERTILITY_RATE,1.46,,per_1000,population,primary,compiled_estimate,OWID_WB_AGRICULTURE_2024,HIGH,UNKNOWN,,,"Total fertility rate; below replacement level"
emp25_jpn_fertility,JPN,2024,FERTILITY_RATE,1.20,,per_1000,population,primary,compiled_estimate,OWID_WB_AGRICULTURE_2024,HIGH,UNKNOWN,,,"Total fertility rate; one of lowest globally"
emp25_ind_fertility,IND,2024,FERTILITY_RATE,2.03,,per_1000,population,primary,compiled_estimate,OWID_WB_AGRICULTURE_2024,HIGH,UNKNOWN,,,"Total fertility rate; approaching replacement level"
emp25_bra_fertility,BRA,2024,FERTILITY_RATE,1.70,,per_1000,population,primary,compiled_estimate,OWID_WB_AGRICULTURE_2024,HIGH,UNKNOWN,,,"Total fertility rate; below replacement level"
emp25_chn_fertility,CHN,2024,FERTILITY_RATE,1.09,,per_1000,population,primary,compiled_estimate,OWID_WB_AGRICULTURE_2024,HIGH,UNKNOWN,,,"Total fertility rate; very low following one-child policy"
