place_id,place_name,country,admin_level,time_id,year,variable_id,value,unit,evidence_type,source_id,confidence,missing_reason,caveat,notes
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2013,2013,nighttime_lights_radiance_sum,3029.873,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2013,2013,nighttime_lights_radiance_sum,75776.820,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ABIA,Abia,NGA,ADM1,2014,2014,nighttime_lights_radiance_sum,7505.591,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ADAMAWA,Adamawa,NGA,ADM1,2014,2014,nighttime_lights_radiance_sum,962.908,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_AKWA_IBOM,Akwa Ibom,NGA,ADM1,2014,2014,nighttime_lights_radiance_sum,46432.484,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ANAMBRA,Anambra,NGA,ADM1,2014,2014,nighttime_lights_radiance_sum,8324.401,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2014,2014,nighttime_lights_radiance_sum,3186.597,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2014,2014,nighttime_lights_radiance_sum,64192.824,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ABIA,Abia,NGA,ADM1,2015,2015,nighttime_lights_radiance_sum,8165.075,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ADAMAWA,Adamawa,NGA,ADM1,2015,2015,nighttime_lights_radiance_sum,1763.057,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_AKWA_IBOM,Akwa Ibom,NGA,ADM1,2015,2015,nighttime_lights_radiance_sum,56220.180,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ANAMBRA,Anambra,NGA,ADM1,2015,2015,nighttime_lights_radiance_sum,8081.788,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2015,2015,nighttime_lights_radiance_sum,2957.411,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2015,2015,nighttime_lights_radiance_sum,77446.281,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ABIA,Abia,NGA,ADM1,2016,2016,nighttime_lights_radiance_sum,6416.716,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ADAMAWA,Adamawa,NGA,ADM1,2016,2016,nighttime_lights_radiance_sum,2053.528,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_AKWA_IBOM,Akwa Ibom,NGA,ADM1,2016,2016,nighttime_lights_radiance_sum,47237.406,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ANAMBRA,Anambra,NGA,ADM1,2016,2016,nighttime_lights_radiance_sum,6862.842,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2016,2016,nighttime_lights_radiance_sum,2371.528,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2016,2016,nighttime_lights_radiance_sum,79291.305,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ABIA,Abia,NGA,ADM1,2017,2017,nighttime_lights_radiance_sum,4410.293,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ADAMAWA,Adamawa,NGA,ADM1,2017,2017,nighttime_lights_radiance_sum,2698.011,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_AKWA_IBOM,Akwa Ibom,NGA,ADM1,2017,2017,nighttime_lights_radiance_sum,37922.934,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ANAMBRA,Anambra,NGA,ADM1,2017,2017,nighttime_lights_radiance_sum,8069.170,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2017,2017,nighttime_lights_radiance_sum,1651.934,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2017,2017,nighttime_lights_radiance_sum,89185.422,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ABIA,Abia,NGA,ADM1,2018,2018,nighttime_lights_radiance_sum,5045.316,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ADAMAWA,Adamawa,NGA,ADM1,2018,2018,nighttime_lights_radiance_sum,3449.281,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_AKWA_IBOM,Akwa Ibom,NGA,ADM1,2018,2018,nighttime_lights_radiance_sum,37650.859,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ANAMBRA,Anambra,NGA,ADM1,2018,2018,nighttime_lights_radiance_sum,8306.239,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2018,2018,nighttime_lights_radiance_sum,1854.828,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2018,2018,nighttime_lights_radiance_sum,122521.117,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ABIA,Abia,NGA,ADM1,2019,2019,nighttime_lights_radiance_sum,5314.530,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ADAMAWA,Adamawa,NGA,ADM1,2019,2019,nighttime_lights_radiance_sum,3396.985,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_AKWA_IBOM,Akwa Ibom,NGA,ADM1,2019,2019,nighttime_lights_radiance_sum,27689.256,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ANAMBRA,Anambra,NGA,ADM1,2019,2019,nighttime_lights_radiance_sum,10843.692,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2019,2019,nighttime_lights_radiance_sum,1690.922,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2019,2019,nighttime_lights_radiance_sum,106066.258,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ABIA,Abia,NGA,ADM1,2020,2020,nighttime_lights_radiance_sum,3993.855,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ADAMAWA,Adamawa,NGA,ADM1,2020,2020,nighttime_lights_radiance_sum,3343.979,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_AKWA_IBOM,Akwa Ibom,NGA,ADM1,2020,2020,nighttime_lights_radiance_sum,20784.520,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ANAMBRA,Anambra,NGA,ADM1,2020,2020,nighttime_lights_radiance_sum,13167.636,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2020,2020,nighttime_lights_radiance_sum,2149.595,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2020,2020,nighttime_lights_radiance_sum,104168.242,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ABIA,Abia,NGA,ADM1,2021,2021,nighttime_lights_radiance_sum,5587.842,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ADAMAWA,Adamawa,NGA,ADM1,2021,2021,nighttime_lights_radiance_sum,3822.410,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_AKWA_IBOM,Akwa Ibom,NGA,ADM1,2021,2021,nighttime_lights_radiance_sum,25177.658,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ANAMBRA,Anambra,NGA,ADM1,2021,2021,nighttime_lights_radiance_sum,12807.396,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2021,2021,nighttime_lights_radiance_sum,3007.172,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2021,2021,nighttime_lights_radiance_sum,79706.742,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ABIA,Abia,NGA,ADM1,2022,2022,nighttime_lights_radiance_sum,5232.054,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ADAMAWA,Adamawa,NGA,ADM1,2022,2022,nighttime_lights_radiance_sum,4972.607,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_AKWA_IBOM,Akwa Ibom,NGA,ADM1,2022,2022,nighttime_lights_radiance_sum,25873.525,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ANAMBRA,Anambra,NGA,ADM1,2022,2022,nighttime_lights_radiance_sum,15874.835,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2022,2022,nighttime_lights_radiance_sum,4236.578,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2022,2022,nighttime_lights_radiance_sum,46287.004,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ABIA,Abia,NGA,ADM1,2023,2023,nighttime_lights_radiance_sum,8238.083,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ADAMAWA,Adamawa,NGA,ADM1,2023,2023,nighttime_lights_radiance_sum,4614.445,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_AKWA_IBOM,Akwa Ibom,NGA,ADM1,2023,2023,nighttime_lights_radiance_sum,29289.043,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ANAMBRA,Anambra,NGA,ADM1,2023,2023,nighttime_lights_radiance_sum,22875.186,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2023,2023,nighttime_lights_radiance_sum,3735.690,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2023,2023,nighttime_lights_radiance_sum,36768.777,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ABIA,Abia,NGA,ADM1,2024,2024,nighttime_lights_radiance_sum,9782.731,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ADAMAWA,Adamawa,NGA,ADM1,2024,2024,nighttime_lights_radiance_sum,3248.170,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_AKWA_IBOM,Akwa Ibom,NGA,ADM1,2024,2024,nighttime_lights_radiance_sum,25489.318,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_ANAMBRA,Anambra,NGA,ADM1,2024,2024,nighttime_lights_radiance_sum,27386.633,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAUCHI,Bauchi,NGA,ADM1,2024,2024,nighttime_lights_radiance_sum,3524.488,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
NGA_ADM1_BAYELSA,Bayelsa,NGA,ADM1,2024,2024,nighttime_lights_radiance_sum,50829.910,radiance_sum,REMOTE_SENSING_DERIVED,src_nasa_black_marble_training_nigeria,high,,,NASA Black Marble VNP46A4 annual raster zonal sum; example extraction published by World Bank Black Marble training materials
